,Season,Date,Guests
410,S03E65,2005-12-02,"Harry Connick Jr., Wolfgang Puck"
411,S03E66,2005-12-05,"Courteney Cox, Daryl Hannah, Martina McBride"
412,S03E67,2005-12-06,"Ted Danson, Shakira, Aisha Tyler"
413,S03E68,2005-12-07,"Marg Helgenberger, Mekhi Phifer"
414,S03E69,2005-12-08,"Amanda Peet, Treat Williams, Vera Wang"
415,S03E70,2005-12-09,"Martin Sheen, Molly Sims"
416,S03E71,2005-12-12,"Diane Keaton, Colin Hanks"
417,S03E72,2005-12-13,"Jim Carrey, Bo Bice"
418,S03E73,2005-12-14,"Lindsay Lohan, Alicia Keys"
419,S03E74,2005-12-15,"Sarah Jessica Parker, Anthony Hamilton"
420,S03E75,2005-12-16,The cast of
421,S03E76,2006-01-02,Téa Leoni/Enrique Murciano/Ginuwine
422,S03E77,2006-01-03,Tom Selleck/Kristin Chenoweth
423,S03E78,2006-01-04,Melina Kanakaredes/Anthony Anderson/Chris Brown
424,S03E79,2006-01-05,Steve Carell/Betty White/John Mayer Trio
425,S03E80,2006-01-06,Kanye West/Doug Savant
426,S03E81,2006-01-09,Patricia Arquette/Mekhi Phifer
427,S03E82,2006-01-10,Michael Chiklis/Rick Springfield
428,S03E83,2006-01-11,Dominic Monaghan/Matt Dillion
429,S03E84,2006-01-12,Billy Crystal
430,S03E85,2006-01-13,Greg Kinnear/Jean Smart
431,S03E86,2006-01-16,Kanye West/Anne Hathaway
432,S03E87,2006-01-17,Paula Abdul
433,S03E88,2006-01-18,Matthew Fox
434,S03E89,2006-01-19,Pierce Brosnan/Q'Orianka Kilcher/Heidi Klum
435,S03E90,2006-01-20,Constance Marie/Geoffrey Gallante
436,S03E91,2006-01-23,Colin Firth/Jenna Elfman
437,S03E92,2006-01-24,Alicia Silverstone/Shemar Moore
438,S03E93,2006-01-25,Martin Lawrence/Fred Savage/Sarah McLachlan
439,S03E94,2006-01-26,Mary J. Blige/Sherri Shepherd
440,S03E95,2006-01-27,Emma Thompson/Blair Underwood/Heather Headley
441,S03E96,2006-01-30,Jon Cryer/Jennifer Esposito
442,S03E97,2006-01-31,Jane Kaczmarek/Christopher Meloni
443,S03E98,2006-02-01,Jason Mraz/Sean Hayes
444,S03E99,2006-02-02,Teri Hatcher/Paul Bettany
445,S03E100,2006-02-03,Leah Remini/Neil Patrick Harris
446,S03E101,2006-02-06,Barry Manilow/30th High School Reunion
447,S03E102,2006-02-08,Queen Latifah/Bonnie Raitt
448,S03E103,2006-02-09,Nelly/Madonna
449,S03E104,2006-02-10,Harrison Ford/Faith Hill/Travis Stork
450,S03E105,2006-02-13,Heath Ledger/Sheryl Crow/Sherri Shepherd
451,S03E106,2006-02-14,Lauren Graham/Jeff Probst
452,S03E107,2006-02-15,Jason Biggs/Minnie Driver/Drew Lachey
453,S03E108,2006-02-16,Tyra Banks/Betty White
454,S03E109,2006-02-17,Keira Knightley/Paul Reiser
455,S03E110,2006-02-20,Alyson Hannigan/Penny Marshall/Rihanna and the Nike Dancers.
456,S03E111,2006-02-21,Simon Cowell/James Blunt
457,S03E112,2006-02-22,Samuel L. Jackson/Famke Janssen/Natasha Bedingfield
458,S03E113,2006-02-23,Dolly Parton/Stacy Keibler/John Krasinski
459,S03E114,2006-02-24,Marcia Cross/Rosie Perez
460,S03E115,2006-02-27,Steve Harvey/Hilary Duff
461,S03E116,2006-02-28,Dennis Quaid/Cowboy Mouth
462,S03E117,2006-03-01,Eddie Cibrian/Felicity Huffman
463,S03E118,2006-03-02,Carl Reiner/Rosanne Cash/Jennifer Love Hewitt/Sasha Cohen
464,S03E119,2006-03-03,Apolo Anton Ohno/Cast of
465,S03E120,2006-03-06,James Spader/Jennifer Finnigan
466,S03E121,2006-03-07,Martin Short/Emilie De Ravin/Three 6 Mafia
467,S03E122,2006-03-08,Robert Downey Jr./KT Tunstall/Amanda Bynes.
468,S03E123,2006-03-09,Tim Allen/Floetry
469,S03E124,2006-03-10,Donald Trump/Train/Michelle Rodriguez
470,S03E125,2006-03-20,John Edward/Julia Louis-Dreyfus
471,S03E126,2006-03-21,Freddie Prinze Jr./Chris Noth/Jammx Kids
472,S03E127,2006-03-22,Vin Diesel/Howie Mandel
473,S03E128,2006-03-23,George Lopez/Morgan Freeman/Natasha Bedingfield
474,S03E129,2006-03-24,Liza Minnelli/Orlando Jones
475,S03E130,2006-04-03,Brendan Fraser/Shakira/Sherri Shepherd
476,S03E131,2006-04-04,John Goodman/Tim McGraw/Kevin Covais
477,S03E132,2006-04-05,Kelsey Grammer/LL Cool J
478,S03E133,2006-04-06,Sharon Stone/DMC/Whoopi Goldberg
479,S03E134,2006-04-07,Jennifer Aniston/Scott Foley
480,S03E135,2006-04-10,Anjelica Huston/Justin Chambers
481,S03E136,2006-04-11,Rebecca Romijn/Stephen Collins/Les Stroud
482,S03E137,2006-04-12,David Spade/Catherine Keener/NE-YO
483,S03E138,2006-04-13,Ray Romano/Jeff Corwin/Kelly Monaco
484,S03E139,2006-04-14,Charlie Sheen/Pink
485,S03E140,2006-04-17,Jamie Foxx/Jeff Bridges/Bucky Covington
486,S03E141,2006-04-18,Randy Jackson/Rhea Perlman/Toby Keith
487,S03E142,2006-04-19,Wanda Sykes/Poppy Montgomery
488,S03E143,2006-04-20,Kiefer Sutherland/Maya Rudolph/Tanya Streeter
489,S03E144,2006-04-21,Rob Lowe/Kate Walsh/Teddy Geiger
490,S03E145,2006-04-24,Elton John/Kim Raver/Ace Young
491,S03E146,2006-04-25,Sally Field/Kenny Rogers/Jodelle Ferland
492,S03E147,2006-04-26,Roseanne/David Boreanaz
493,S03E148,2006-04-27,Robin Williams/Daniel Powter/Wentworth Miller
494,S03E149,2006-04-28,Michael Douglas/Jenna Fischer
495,S03E150,2006-05-01,Paris Hilton/Kellie Pickler/David Frei
496,S03E151,2006-05-02,Geena Davis/Nigel Lythgoe
497,S03E152,2006-05-03,Ryan Seacrest/Merv Griffin
498,S03E153,2006-05-04,Candice Bergen/Mekhi Phifer
499,S03E154,2006-05-05,Ellen Pompeo/Graig Ferguson
500,S03E155,2006-05-08,Luke Wilson/Shemar Moore/Paris Bennett
501,S03E156,2006-05-09,Samuel L. Jackson/Famke Janssen/Natasha Bedingfield
502,S03E157,2006-05-10,Lindsay Lohan/Chris Isaak/Ty Pennington
503,S03E158,2006-05-11,Cast of The West Wing
504,S03E159,2006-05-12,Tom Cruise/Jane Kaczmarek *Mother's Day*
505,S03E160,2006-05-15,Kanye West/Howie Mandel *Ellen in the Park*
506,S03E161,2006-05-16,Nick Lachey/Ron Howard/Chris Daughtry
507,S03E162,2006-05-17,Julie Andrews *Ellen Comes Home*
508,S03E163,2006-05-18,Diane Keaton/Paul Simon/Sherri Shepherd *500th Show*
509,S03E164,2006-05-19,Teri Hatcher/Harold Perrineau
510,S03E165,2006-05-22,Evangeline Lilly/Jamie Kennedy *Farewell to Tony*
511,S03E166,2006-05-23,Nicollette Sheridan/Michael Bolton/Omar Epps
512,S03E167,2006-05-24,Jack Black/Kristin Chenoweth
513,S03E168,2006-05-25,Randy Jackson/Paul Simon/Bill Clinton
514,S03E169,2006-05-26,Hugh Jackman/Flavor Flav
515,S03E170,2006-06-02,Vince Vaughn/ Taylor Hicks {Season Finale}
516,S04E01,2006-09-04,Justin Timberlake in Central Park {Season Premiere}
517,S04E02,2006-09-05,Beyonce in Central Park
518,S04E03,2006-09-06,Kevin Federline
519,S04E04,2006-09-07,"Brad Garrett, Patrice O'Neal, Ivan Koumaev"
520,S04E05,2006-09-08,Andre Agassi/Kim Basinger
521,S04E06,2006-09-11,Jessica Simpson/Ron Livingston/Storm Large
522,S04E07,2006-09-12,Hugh Laurie/Tommy Lee
523,S04E08,2006-09-13,Orlando Bloom/Biance Ryan/Chi-Lan Lieu
524,S04E09,2006-09-14,Zach Braff/Outkast
525,S04E10,2006-09-15,The Rock/John Mayer
526,S04E11,2006-09-18,Julia Louis-Dreyfus/Bradley Whitford
527,S04E12,2006-09-19,Sir Elton John/Rainn Wilson
528,S04E13,2006-09-20,Dixie Chicks/Diane Lane
529,S04E14,2006-09-21,"Sandra Oh, Josh Blue"
530,S04E15,2006-09-22,Eva Longoria/Simon Baker/Cole & LD Miller
531,S04E16,2006-09-25,"Matthew Perry, Kenny Chesney"
532,S04E17,2006-09-26,Lauren Graham/Letoya/Emmitt Smith
533,S04E18,2006-09-27,Sting/Robert Downey Jr.
534,S04E19,2006-09-28,Howie Mandel/Chris Brown
535,S04E20,2006-09-29,Ashton Kutcher/Ludacris
536,S04E21,2006-10-02,Sheryl Crow/Christina Applegate *Breast Cancer Awareness*
537,S04E22,2006-10-03,Ted Danson/Robin Thicke/Jon Heder
538,S04E23,2006-10-04,Evangeline Lilly/Jesse Metcalfe
539,S04E24,2006-10-05,John Stamos/Andy Roddick/Prince Lorenzo Borghese
540,S04E25,2006-10-06,Marcia Cross/Rod Stewart/Mike Holmes
541,S04E26,2006-10-09,"Leah Remini, Monica, Barry Watson"
542,S04E27,2006-10-10,Wanda Sykes/Justin Chambers
543,S04E28,2006-10-11,Tiger Woods/America Ferrera
544,S04E29,2006-10-12,Allison Janney/Emeril Lagasse/Chingy
545,S04E30,2006-10-13,Calista Flockhart/Def Leppard
546,S04E31,2006-10-16,"Bob Newhart, Amber Tamblyn, hypnotist Paul McKenna"
547,S04E32,2006-10-17,"James Spader, Rascal Flatts, Chi-Lan Lieu"
548,S04E33,2006-10-18,Heidi Klum / John Krasinski
549,S04E34,2006-10-19,"Jeff Corwin, Faith Hill"
550,S04E35,2006-10-20,Hugh Jackman / Sarah McLachlan
551,S04E36,2006-10-23,Kirsten Dunst/Judge Joe Brown
552,S04E37,2006-10-24,Tina Fey/Katharine Heigl/Corrinne Bailey Rae
553,S04E38,2006-10-25,Annette Benning/JoJo
554,S04E39,2006-10-26,Amanda Peet/Rick Smith Jr.
555,S04E40,2006-10-27,"Jon Cryer, Aaron Neville, Sharon Karriem"
556,S04E41,2006-10-30,"Tyra Banks, Barry Manilow"
557,S04E42,2006-10-31,"Patricia Arquette, Criss Angel, Jason Hawes, Grant Wilson"
558,S04E43,2006-11-01,"Roseanne, Carrie Underwood"
559,S04E44,2006-11-02,"Salma Hayek, world's tallest Mohawk Aaron Studham"
560,S04E45,2006-11-03,Sandra Bullock
561,S04E46,2006-11-06,"Charlie Sheen, Tony Little, Richard Simmons"
562,S04E47,2006-11-07,"Russell Crowe, Hilary Duff"
563,S04E48,2006-11-08,"Emma Thompson, John Legend, the Flying Ace All Stars"
564,S04E49,2006-11-09,"Dustin Hoffman, Diddy, Hugh Hefner, Holly Madison"
565,S04E50,2006-11-10,"Janet Jackson, Brittany Murphy"
566,S04E51,2006-11-13,"Martha Stewart, Shemar Moore, Stuart Whitehurst"
567,S04E52,2006-11-14,"Will Ferrell, James Blunt"
568,S04E53,2006-11-15,"Robin Williams, John Legend"
569,S04E54,2006-11-16,"Felicity Huffman, Bianca Ryan, Tristan and Nic Puehse"
570,S04E55,2006-11-17,"Greg Kinnear, Tori Spelling"
571,S04E56,2006-11-20,"Penelope Cruz, Emmitt Smith"
572,S04E57,2006-11-21,Bill Clinton
573,S04E58,2006-11-22,"Denzel Washington, Nathan Lane"
574,S04E59,2006-11-23,Jay-Z
575,S04E60,2006-11-24,"Matt Lauer, Meredith Vieira"
576,S04E61,2006-11-27,"Matthew Broderick, Fred Willard, The Legends"
577,S04E62,2006-11-28,"Cameron Diaz, Chris Daughtry"
578,S04E63,2006-11-29,"Ben Affleck, Lucy Liu, Nathan Godsey"
579,S04E64,2006-11-30,"Ashley Judd, Snoop Dogg"
580,S04E65,2006-12-01,"Minnie Driver, Bob Proctor, John Assaraf"
581,S04E66,2006-12-04,"Masi Oka, Hayden Panettiere, Sendhil Ramamurthy"
582,S04E67,2006-12-05,"Taye Diggs, Ciara"
583,S04E68,2006-12-06,"Jack Hanna, fitness trainer Bob Harper, Damien Rice"
584,S04E69,2006-12-07,"Emilio Estevez, Mike Holmes"
585,S04E70,2006-12-08,"Mel Gibson, Jo Frost, Mary J. Blige"
586,S04E71,2006-12-11,"William Shatner, Vanessa Marcil"
587,S04E72,2006-12-12,"Edward Norton, Anne Hathaway, The Fray"
588,S04E73,2006-12-13,"Jessica Biel, Shawn and Marlon Wayans"
589,S04E74,2006-12-14,"Dakota Fanning, Adam Beach, Natalie Cole"
590,S04E75,2006-12-15,"Kellie Pickler, Al Gore"
591,S04E76,2007-01-02,"Courteney Cox, John Mayer"
592,S04E77,2007-01-03,"Samuel L. Jackson, Eric Mabius"
593,S04E78,2007-01-04,"Matthew Fox, Martina Navratilova"
594,S04E79,2007-01-05,"Rob Lowe, Nick Graham"
595,S04E80,2007-01-08,"Jerry O'Connell, fitness trainer Bob Harper"
596,S04E81,2007-01-09,"Wesley Autrey, Hilary Swank"
597,S04E82,2007-01-10,"Patrick Dempsey, Indigo Girls, Lily Capehart"
598,S04E83,2007-01-11,"Nicollette Sheridan, Terri and Bindi Irwin"
599,S04E84,2007-01-12,"Jennifer Love Hewitt, restaurateurs the Scotto family"
600,S04E85,2007-01-15,The cast of “Little Miss Sunshine”
601,S04E86,2007-01-16,Paula Abdul
602,S04E87,2007-01-17,"T.R. Knight, K.T. Tunstall"
603,S04E88,2007-01-18,"Meredith Vieira, Omarion, personal trainer Bob Harper"
604,S04E89,2007-01-19,"Donald Trump, Milo Ventimiglia"
605,S04E90,2007-01-22,Steve Harvey
606,S04E91,2007-01-23,Judge Judy Sheindlin
607,S04E92,2007-01-24,George Lopez
608,S04E93,2007-01-25,Julie Andrews
609,S04E94,2007-01-26,"Wanda Sykes, Jeff Corwin, Ellen's birthday"
610,S04E95,2007-01-29,"David Arquette, Bob Harper, piano prodigy Marc Yu"
611,S04E96,2007-01-30,D.L. Hughley
612,S04E97,2007-01-31,"Barbara Walters, Serena Williams, Gym Class Heroes"
613,S04E98,2007-02-01,Diane Keaton
614,S04E99,2007-02-02,Jennifer Lopez
615,S04E100,2007-02-05,David Spade
616,S04E101,2007-02-06,"America Ferrera, Keane, David Frei"
617,S04E102,2007-02-07,Christina Aguilera
618,S04E103,2007-02-08,"Rebecca Romijn, Bob Harper"
619,S04E104,2007-02-09,Gwen Stefani
620,S04E105,2007-02-12,"Queen Latifah, Jennifer Hudson, Nelly Furtado"
621,S04E106,2007-02-13,"Peter O'Toole, Dominic Monaghan, Keith Barry"
622,S04E107,2007-02-14,"Drew Barrymore, Jason Lewis, Lionel Richie"
623,S04E108,2007-02-15,"Forest Whitaker, Billy Blanks Jr."
624,S04E109,2007-02-16,"Ryan Phillippe, Bob Harper, Katharine McPhee"
625,S04E112,2007-02-21,Dorothea Johnson/Chandra Wilson/Jimmy Kimmel
626,S04E116,2007-02-27,John Legend/John Travolta
627,S04E123,2007-03-15,"Jon Abrahams, Sandra Bullock, Kyle Collier"
628,S04E134,2007-04-09,"Gina Glocksen, Corinne Bailey Rae, Leah Remini"
629,S04E135,2007-04-10,"Homaru Cantu, Ice Cube, Tim McGraw"
630,S04E136,2007-04-11,"Pink, Kurt Russell"
631,S04E137,2007-04-12,"Jeff Foxworthy, Patty Griffin, Mark Schulman"
632,S04E145,2007-04-24,"Anthony Hopkins, Stevie Nicks"
633,S04E149,2007-04-30,Simon Cowell/Joey Fatone/Kym Johnson
634,S04E154,2007-05-07,"Am I Right, Ladies?"
635,S04E155,2007-05-08,"Lauren Graham, Phil Stacey, Chris Richardson, Bon Jovi"
636,S04E159,2007-05-14,Ellen in the Park
637,S04E161,2007-05-16,"Mike Holmes, Antonio Banderas, Curtis Stone"
638,S04E164,2007-05-21,"Enrique Iglesias, Valerie Bertinelli"
639,S04E167,2007-05-24,"Orlando Bloom, Jason Randal, Joss Stone"
640,S04E168,2007-05-25,"Lin Charlie, Chris Daughtry, Charlie Liu, Debra Messing"
641,S04E169,2007-05-28,"Maroon 5, Katherine Heigl"
642,S04E170,2007-05-29,"Ashley Judd, Travis"
643,S04E171,2007-05-30,"Cheryl Hines, Holly Hunter, Jordin Sparks"
644,S05E01,2007-09-04,Sen. Hillary Clinton in New York City
645,S05E02,2007-09-05,"Faith Hill, Robin Roberts in New York City"
646,S05E03,2007-09-06,"Eric Dane, Paula Deen, beatboxer Butterscotch"
647,S05E04,2007-09-07,"George Lopez, Jeff Corwin, Jeff Lewis of Flipping Out"
648,S05E05,2007-09-10,"Daniel Radcliffe, Harvey Levin, Sabra Johnson"
649,S05E06,2007-09-11,"Kathy Griffin, 5-year-old golfer Kyle Lograsso"
650,S05E07,2007-09-12,Magician Hans Klok and Pamela Anderson
651,S05E08,2007-09-13,"Neil Patrick Harris, Rihanna"
652,S05E09,2007-09-14,"Kanye West, Mariska Hargitay"
653,S05E10,2007-09-17,"Wentworth Miller, Terry Fator"
654,S05E11,2007-09-18,"Howie Mandel, Tori Spelling, Dean McDermott"
655,S05E12,2007-09-19,"Brad Garrett, Sophia Wise, Mike Klinge, Amy Schumer"
656,S05E13,2007-09-20,"Jessica Alba, Gary Vaynerchuk"
657,S05E14,2007-09-21,"Masi Oka, Steve Spangler, KT Tunstall"
658,S05E15,2007-09-24,"David Spade, Jane Seymour, Tony Dovolani"
659,S05E16,2007-09-25,"Taye Diggs, Bryan Gaynor, James Blunt"
660,S05E17,2007-09-26,"Greg Kinnear, Paul Potts, Kat Von D"
661,S05E18,2007-09-27,"T.R. Knight, human jumper Chris Bryant"
662,S05E19,2007-09-28,"Ben Stiller, Will.i.am, hip hop violinist Paul Dateh"
663,S05E20,2007-10-01,"Queen Latifah, 7-year-old race car driver Hunter Stewart"
664,S05E21,2007-10-02,"Denis Leary, Dylan and Cole Sprouse, Kenna, Chris Bryant"
665,S05E22,2007-10-03,"Jamie Foxx, 6-year-old piano prodigy Emily Bear"
666,S05E23,2007-10-04,"Tom Selleck, Nathan Fillion, Darrell Watson"
667,S05E24,2007-10-05,"Sharon Osbourne, Jill Scott"
668,S05E25,2007-10-08,"Mel B, Shawn Johnson, Matchbox Twenty"
669,S05E26,2007-10-09,"Kate Walsh, Jack McBrayer, Pat Monahan"
670,S05E27,2007-10-10,"Kate Hudson, Rita Wilson, Kristin Chenoweth"
671,S05E28,2007-10-11,"Dana Carvey, Miley Cyrus, Billy Ray Cyrus"
672,S05E29,2007-10-12,"Jerry O'Connell, Malin Akerman, Gretchen Wilson"
673,S05E30,2007-10-15,"Ellen's house, Chef Gordon Ramsay, Jennifer Connelly"
674,S05E31,2007-10-16,"Drew Carey, Angie Stone, Gosselin Family"
675,S05E32,2007-10-17,"Janet Jackson, Nicolai Calabria, Laura Bush"
676,S05E33,2007-10-18,"Jake Gyllenhaal, Marc Cohn"
677,S05E34,2007-10-19,Reese Witherspoon
678,S05E35,2007-10-24,"Sir Anthony Hopkins, Nicole Scherzinger"
679,S05E36,2007-10-25,"Steve Carell, pilot Bob Robertson, Kid Rock"
680,S05E37,2007-10-26,"Halle Berry, the Jonas Brothers, Greg Grunberg"
681,S05E38,2007-10-29,"Barack Obama, Sabrina Bryan, Mark Ballas"
682,S05E39,2007-10-30,"Larry Himmel, Amy Brenneman"
683,S05E40,2007-10-31,"Jennifer Love Hewitt, bat expert Rob Mies, Hans Klok"
684,S05E41,2007-11-01,"Tornado survivors, Victoria Beckham, Steve Spangler"
685,S05E42,2007-11-02,"Kid inventors, Josh Duhamel"
686,S05E43,2007-11-05,"Russell Crowe, Carrie Underwood"
687,S05E44,2007-11-06,"Jenny McCarthy, Keith Urban"
688,S05E45,2007-11-07,"Glenda Smith, America Ferrera, Lyle Lovett"
689,S05E46,2007-11-09,Vince Vaughn
690,S05E47,2007-11-12,"James Denton, Jennie Garth, Derek Hough, Chris Brown"
691,S05E48,2007-11-13,"Heidi Klum, Sean Casey, Donnie Lamar Harden"
692,S05E49,2007-11-14,"Celine Dion, Will.i.am"
693,S05E50,2007-11-15,Maroon 5
694,S05E51,2007-11-16,"Dwayne “The Rock” Johnson, James Taylor"
695,S05E52,2007-11-19,"Christina Applegate, Bobb'e J. Thompson, Backstreet Boys"
696,S05E53,2007-11-20,"Jeff Corwin, Soulja Boy Tell 'Em"
697,S05E54,2007-11-21,"Mariah Carey, Duran Duran"
698,S05E55,2007-11-23,"Helio Castroneves, Julianne Hough, Emily Bear"
699,S05E56,2007-11-26,"Tom Brokaw, Joey Fatone, Logan Smalley, Darius Weems"
700,S05E57,2007-11-27,"Anderson Cooper, Howie Mandel, Derek Martinez"
701,S05E58,2007-11-28,"Paris Hilton, Derek Martinez"
702,S05E59,2007-11-29,"Rocco DiSpirito, Jordin Sparks"
703,S05E60,2007-11-30,"Jack Black, Josh Brolin, Ingrid Marie Rivera, Keith Urban"
704,S05E61,2007-12-03,"OneRepublic, Dakota Blue Richards, Vanessa Williams"
705,S05E62,2007-12-04,"Bryan Dattilo, Snoop Dogg, David Frei"
706,S05E63,2007-12-05,"Jenna Bush, Ryan Shaw"
707,S05E64,2007-12-06,"Toby Keith, Keira Knightley"
708,S05E65,2007-12-07,"Paula Deen, Anthony Gargiula, Trisha Yearwood"
709,S05E66,2007-12-10,"Bonnie Brown, Chace Crawford, Allison Janney"
710,S05E67,2007-12-11,"Padma Lakshmi, Blake Lewis"
711,S05E68,2007-12-12,"Vince Mira, Alison Sweeney"
712,S05E69,2007-12-13,"Tippi Hedren, Alec Mapa"
713,S05E70,2007-12-14,"David Gray, Ty Pennington"
714,S05E71,2007-12-17,"Chris Bryant, Jeff Lewis, Jane Seymour"
715,S05E72,2007-12-18,"Colbie Caillat, Carmen Electra, Neil Tejwani"
716,S05E73,2007-12-19,"Ricki Lake, Charice Pempenco, Andrew Zuckerman"
717,S05E74,2007-12-20,"Jason Randal, Ashley Tisdale"
718,S05E75,2007-12-21,"Bill Germanakos, Maria Sharapova"
719,S05E76,2008-01-07,"Scott Baio, Kym Douglas, Marc Yu"
720,S05E77,2008-01-08,"Emily Bear, Tim Gunn, Ellen Page"
721,S05E78,2008-01-09,"John Legend, Tristan Puehse, Ivana Trump, Janice Wolf"
722,S05E79,2008-01-10,"Mary J. Blige, Anthony Gargiula"
723,S05E80,2008-01-11,Cody McCasland
724,S05E81,2008-01-14,"Maria Bartiromo, Plain White T's"
725,S05E82,2008-01-15,"Dr. Drew Pinsky, Keith Barry"
726,S05E83,2008-01-16,"Marilu Henner, Joshua Radin, Jane Hambleton"
727,S05E84,2008-01-17,"Curtis Bray, Mallory Bray, Mick Cornett"
728,S05E85,2008-01-18,"Meredith Vieira, Omarion, Bob Harper"
729,S05E86,2008-01-21,"Terri Irwin, Bindi Irwin, Jonas Brothers"
730,S05E87,2008-01-22,"Selena Gomez, Kellie Pickler"
731,S05E88,2008-01-23,Jeff Corwin
732,S05E89,2008-01-24,Natasha Bedingfield
733,S05E90,2008-01-25,Ellen's 50th Birthday Special
734,S05E91,2008-01-28,"Mo'Nique, Sandra Lee, Jack Davis"
735,S05E92,2008-01-29,"Alice Smith, The Scottos"
736,S05E93,2008-01-30,"Sara Bareilles, Niki Taylor"
737,S05E94,2008-01-31,"Trista Sutter, DeAnna Pappas"
738,S05E95,2008-02-01,"Bobby Brown, Jeanne Benedict"
739,S05E96,2008-02-04,"Ryan Sheckler, Jack Hanna"
740,S05E97,2008-02-05,Reggie Bush
741,S05E98,2008-02-06,"Cameron Mathison, Kym Douglas"
742,S05E99,2008-02-07,"Joey Fatone, Ephraim Salaam, Chester Pitts"
743,S05E100,2008-02-08,"Paris Hilton, Lupe Fiasco"
744,S05E101,2008-02-11,"Grammy Awards, Taylor Swift, Daughtry"
745,S05E102,2008-02-12,"Elle Macpherson, Keyshia Cole"
746,S05E103,2008-02-13,"Richard Branson, Steve Spangler"
747,S05E104,2008-02-14,"Mario Lopez, Bret Michaels, Timmy Mitchum"
748,S05E105,2008-02-18,"Mark L. Walberg, Flo Rida"
749,S05E106,2008-02-19,"Josiah Leming, Giada De Laurentis"
750,S05E107,2008-02-20,Christina Aguilera
751,S05E108,2008-02-21,"Willie Nelson, Larry the Cable Guy"
752,S05E109,2008-02-22,"Ellen Page, Kyle Ensley, Danica Patrick"
753,S05E110,2008-02-25,"Garth Brooks, 100,000 Game Week"
754,S05E111,2008-02-26,"Martin Lawrence, Kevin O'Connell"
755,S05E112,2008-02-27,"Heidi Klum, Dorothea Johnson"
756,S05E113,2008-02-28,"Reese Witherspoon, Barack Obama, Jim Cramer"
757,S05E114,2008-02-29,"Janet Jackson, Dr. Wayne Dyer"
758,S05E115,2008-03-10,"Lauren Conrad, Jo Frost"
759,S05E116,2008-03-11,"Raven-Symone, Christian Siriano"
760,S05E117,2008-03-12,"Wanda Sykes, Danny Noriega"
761,S05E118,2008-03-13,"Steve Carell, Steven Strait"
762,S05E119,2008-03-14,"Tom Arnold, Yael Naim, Stacy Westfall"
763,S05E120,2008-03-17,"Sheryl Crow, Minnie Driver, David Hernandez"
764,S05E121,2008-03-18,"Cheryl Hines, Paul McKenna"
765,S05E122,2008-03-19,"Blair Underwood, Chris Matthews"
766,S05E123,2008-03-20,"Pamela Anderson, Margaret Cho"
767,S05E124,2008-03-21,"Leslie Mann, Fabian Sanchez"
768,S05E125,2008-03-27,"Ryan Phillippe, Suze Orman, Colin Cowie"
769,S05E126,2008-03-28,"Courteney Cox, Bode Miller"
770,S05E127,2008-03-31,"Jeff Foxworthy, Flo Rida"
771,S05E128,2008-04-01,Jonas Brothers
772,S05E129,2008-04-02,"Jenny McCarthy, Kellie Pickler"
773,S05E130,2008-04-03,Abigail Breslin
774,S05E131,2008-04-04,"Forest Whitaker, B-52s"
775,S05E132,2008-04-07,"Hillary Clinton, Kylie Minogue"
776,S05E133,2008-04-08,"Thomas Haden Church, Chris Daughtry"
777,S05E134,2008-04-09,Jimmy Kimmel
778,S05E135,2008-04-10,"Jackie Chan, Graham Colton"
779,S05E136,2008-04-11,"Marcia Cross, Leona Lewis"
780,S05E137,2008-04-14,David Spade
781,S05E138,2008-04-15,"Shemar Moore, Steve Spangler, Kristin Williams"
782,S05E139,2008-04-16,"Suzanne Somers, Benjamin McKenzie"
783,S05E140,2008-04-17,America Ferrera
784,S05E141,2008-04-18,"Jonah Hill, Lady Antebellum"
785,S05E142,2008-04-21,"Ewan McGregor, Jason Segel, Kristy Lee Cook"
786,S05E143,2008-04-22,"Randy Jackson, Dr. Wayne Dyer"
787,S05E144,2008-04-23,Neil Patrick Harris
788,S05E145,2008-04-24,"David Beckham, Ashlee Simpson"
789,S05E146,2008-04-25,Nicollette Sheridan
790,S05E147,2008-04-28,"Jack Hanna, Carly Smithson"
791,S05E148,2008-04-29,"Helen Hunt, Def Leppard"
792,S05E149,2008-04-30,"Pierce Brosnan, Kym Douglas"
793,S05E150,2008-05-01,Patrick Dempsey
794,S06E01,2008-09-08,Michelle Obama/Jonas Brothers
